Total,,,,,Short,,,Medium,,,Long,,,,,Expected,,,,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
515,Boubacar Traoré,ml MLI,"MF,FW",Wolves,22-241,2001,5,220,265,83,3456,805,118,136,86.8,76,89,85.4,17,23,73.9,0,0.2,0.2,-0.2,3,23,5,2,14,Matches
516,Mike Trésor,be BEL,"FW,MF",Burnley,24-325,1999,4.6,119,178,66.9,1601,457,72,85,84.7,32,52,61.5,4,18,22.2,0,0.4,0.5,-0.4,7,5,2,0,10,Matches
517,Kieran Trippier,eng ENG,DF,Newcastle Utd,33-211,1990,24,1579,2068,76.4,28789,10729,678,764,88.7,708,847,83.6,177,367,48.2,10,7.4,7,2.6,63,110,52,19,151,Matches
518,Leandro Trossard,be BEL,"FW,MF",Arsenal,29-135,1994,13.6,378,526,71.9,5853,1516,200,237,84.4,145,198,73.2,23,48,47.9,1,2.1,2.2,-1.1,20,20,23,4,59,Matches
519,Auston Trusty,us USA,DF,Sheffield Utd,25-249,1998,22.6,500,682,73.3,8699,3287,217,253,85.8,235,311,75.6,38,83,45.8,0,0.6,0.4,-0.6,5,20,4,2,31,Matches
520,Kostas Tsimikas,gr GRE,DF,Liverpool,27-341,1996,7.5,380,493,77.1,6563,1706,182,202,90.1,145,183,79.2,42,82,51.2,3,1,1.3,2,16,16,7,4,31,Matches
521,Matt Turner,us USA,GK,Nott'ham Forest,29-298,1994,17,398,578,68.9,12363,9869,87,87,100,147,151,97.4,162,330,49.1,0,0,0,0,0,10,0,0,0,Matches
522,Destiny Udogie,it ITA,DF,Tottenham,21-141,2002,26.6,1235,1440,85.8,16731,5145,775,844,91.8,400,460,87,19,33,57.6,3,2.2,2,0.8,24,115,13,0,155,Matches
523,Lesley Ugochukwu,fr FRA,MF,Chelsea,20-022,2004,3,141,167,84.4,2263,583,71,80,88.8,59,69,85.5,8,9,88.9,0,0,0.1,0,1,9,4,0,15,Matches
524,Enes Ünal,tr TUR,"FW,MF",Bournemouth,26-343,1997,1.6,33,43,76.7,468,149,21,26,80.8,7,9,77.8,4,5,80,1,0.2,0.1,0.8,2,4,1,0,5,Matches
525,Virgil van Dijk,nl NED,DF,Liverpool,32-284,1991,29.3,2187,2395,91.3,41504,15841,830,886,93.7,1129,1185,95.3,206,275,74.9,2,1.6,1,0.4,10,185,9,0,164,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
526,Raphaël Varane,fr FRA,DF,Manchester Utd,30-358,1993,15,685,772,88.7,11783,3686,281,300,93.7,343,374,91.7,44,67,65.7,0,0.1,0.6,-0.1,1,59,4,0,58,Matches
527,Alejo Véliz,ar ARG,FW,Tottenham,20-211,2003,0.6,5,10,50,91,5,2,4,50,2,2,100,1,1,100,0,0,0,0,0,0,0,0,1,Matches
528,Joël Veltman,nl NED,DF,Brighton,32-093,1992,15.5,706,839,84.1,11507,3017,347,388,89.4,308,351,87.7,45,76,59.2,1,0.5,0.5,0.5,4,50,4,0,78,Matches
529,Micky van de Ven,nl NED,DF,Tottenham,22-364,2001,20,1349,1417,95.2,23808,7959,529,543,97.4,708,739,95.8,83,99,83.8,0,0,0.3,0,1,92,2,0,81,Matches
530,Bart Verbruggen,nl NED,GK,Brighton,21-243,2002,17,637,719,88.6,12610,8784,258,261,98.9,262,267,98.1,106,177,59.9,0,0,0,0,0,2,0,0,3,Matches
531,Guglielmo Vicario,it ITA,GK,Tottenham,27-193,1996,32,1124,1343,83.7,22181,13217,364,366,99.5,630,647,97.4,122,316,38.6,0,0,0,0,0,5,0,0,1,Matches
532,Fabio Vieira,pt POR,"MF,FW",Arsenal,23-323,2000,3.2,115,143,80.4,1909,385,62,70,88.6,43,52,82.7,9,17,52.9,2,1.4,0.8,0.6,4,12,5,1,14,Matches
533,Carlos Vinícius,br BRA,FW,Fulham,29-023,1995,3.5,46,62,74.2,587,115,28,34,82.4,14,21,66.7,1,1,100,0,0.8,0.1,-0.8,5,1,0,0,3,Matches
534,Vitinho,br BRA,"DF,MF",Burnley,24-269,1999,21.7,627,877,71.5,10046,3223,336,400,84,237,342,69.3,40,74,54.1,0,0.8,1.1,-0.8,8,47,18,3,63,Matches
535,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,29-357,1994,5,141,176,80.1,3965,2847,21,21,100,73,73,100,47,80,58.8,0,0,0,0,1,0,0,0,1,Matches
536,Kyle Walker,eng ENG,DF,Manchester City,33-325,1990,25.1,1759,2003,87.8,30298,6955,794,850,93.4,787,864,91.1,147,217,67.7,2,2.3,3,-0.3,22,170,29,11,139,Matches
537,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,26-143,1997,13.8,573,693,82.7,7657,2570,375,422,88.9,167,196,85.2,18,32,56.3,2,1.3,1.1,0.7,8,38,9,1,53,Matches
538,Joel Ward,eng ENG,DF,Crystal Palace,34-171,1989,22,715,942,75.9,11829,5634,358,395,90.6,301,372,80.9,46,133,34.6,1,0.2,0.3,0.8,3,68,7,3,66,Matches
539,James Ward-Prowse,eng ENG,MF,West Ham,29-168,1994,29.7,1219,1472,82.8,20449,6228,611,665,91.9,465,510,91.2,116,237,48.9,7,6.9,5.9,0.1,59,126,20,7,126,Matches
540,Deivid Washington,br BRA,"DF,FW",Chelsea,18-317,2005,0.1,1,1,100,25,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
541,Ollie Watkins,eng ENG,FW,Aston Villa,28-109,1995,31,390,523,74.6,4984,841,247,311,79.4,106,143,74.1,8,17,47.1,10,5.5,3.6,4.5,41,19,20,0,50,Matches
542,Adam Webster,eng ENG,DF,Brighton,29-104,1995,8.5,764,836,91.4,12752,4230,335,360,93.1,374,400,93.5,38,52,73.1,0,0.1,0.3,-0.1,4,70,2,0,65,Matches
543,Danny Welbeck,eng ENG,"FW,MF",Brighton,33-143,1990,14.3,336,407,82.6,3875,549,248,283,87.6,69,79,87.3,1,2,50,1,1.5,1.2,-0.5,18,18,11,0,36,Matches
544,Timo Werner,de GER,FW,Tottenham,28-042,1996,8.7,275,357,77,3963,859,160,186,86,105,134,78.4,6,12,50,3,2.7,2.9,0.3,15,9,20,5,41,Matches
545,Adam Wharton,eng ENG,MF,Crystal Palace,19-320,2004,8.9,244,314,77.7,4328,1495,109,126,86.5,100,118,84.7,28,46,60.9,1,1.7,1,-0.7,15,27,6,2,39,Matches
546,Ben White,eng ENG,DF,Arsenal,26-192,1997,27.4,1522,1808,84.2,23353,7854,829,908,91.3,598,692,86.4,70,145,48.3,4,2.9,3,1.1,27,140,36,10,149,Matches
547,Joe White,eng ENG,MF,Newcastle Utd,21-199,2002,0.1,9,10,90,141,29,6,7,85.7,2,2,100,1,1,100,0,0,0,0,0,2,0,0,2,Matches
548,Neco Williams,wls WAL,DF,Nott'ham Forest,23-004,2001,16.8,464,708,65.5,7223,3035,254,295,86.1,167,260,64.2,30,90,33.3,1,1.6,1.6,-0.6,11,38,15,10,44,Matches
549,Willian,br BRA,FW,Fulham,35-252,1988,21.4,891,1084,82.2,15433,3674,434,483,89.9,331,392,84.4,102,146,69.9,2,3.9,4.5,-1.9,44,57,69,9,149,Matches
550,Joe Willock,eng ENG,MF,Newcastle Utd,24-241,1999,4.7,136,164,82.9,2092,658,76,82,92.7,42,55,76.4,12,16,75,0,0.6,0.6,-0.6,7,16,3,1,17,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
551,Callum Wilson,eng ENG,FW,Newcastle Utd,32-050,1992,9.6,91,139,65.5,1087,139,61,74,82.4,17,30,56.7,3,7,42.9,1,0.5,0.3,0.5,7,3,0,0,6,Matches
552,Harry Wilson,wls WAL,FW,Fulham,27-026,1997,16.5,432,569,75.9,6766,1418,231,268,86.2,137,175,78.3,43,75,57.3,4,3,2.6,1,19,30,25,7,55,Matches
553,Yoane Wissa,cd COD,FW,Brentford,27-227,1996,24.5,279,390,71.5,3628,999,169,214,79,72,104,69.2,13,20,65,1,3,1.7,-2,24,23,12,3,41,Matches
554,Chris Wood,nz NZL,FW,Nott'ham Forest,32-132,1991,15.3,211,328,64.3,2648,656,133,192,69.3,54,84,64.3,7,11,63.6,1,2,1,-1,20,16,2,0,20,Matches
555,Cauley Woodrow,eng ENG,"FW,MF",Luton Town,29-137,1994,4,81,119,68.1,1046,151,53,69,76.8,17,25,68,3,9,33.3,1,1.1,0.8,-0.1,8,2,3,3,4,Matches
556,Joe Worrall,eng ENG,DF,Nott'ham Forest,27-098,1997,4.9,138,164,84.1,2910,1068,25,30,83.3,98,105,93.3,14,27,51.9,0,0.2,0.3,-0.2,2,5,0,0,8,Matches
557,Yehor Yarmoliuk,ua UKR,MF,Brentford,20-047,2004,7,188,262,71.8,2939,737,98,119,82.4,70,92,76.1,10,26,38.5,0,0,0.6,0,2,15,10,1,34,Matches
558,Ryan Yates,eng ENG,MF,Nott'ham Forest,26-148,1997,19.4,581,734,79.2,9260,2372,280,336,83.3,244,286,85.3,32,58,55.2,0,0.4,0.6,-0.4,6,51,8,0,64,Matches
559,Ashley Young,eng ENG,"DF,MF",Everton,38-283,1985,20.1,554,813,68.1,9827,4359,254,290,87.6,227,302,75.2,64,172,37.2,0,1.5,1.4,-1.5,21,43,22,11,65,Matches
560,Illia Zabarnyi,ua UKR,DF,Bournemouth,21-229,2002,32,1279,1580,80.9,26677,9096,335,394,85,775,839,92.4,158,316,50,0,0.3,0.5,-0.3,6,113,9,0,96,Matches
561,Nicolò Zaniolo,it ITA,"FW,MF",Aston Villa,24-290,1999,9.2,146,223,65.5,2099,539,90,115,78.3,44,61,72.1,6,15,40,0,0.9,0.7,-0.9,9,17,5,0,30,Matches
562,Anass Zaroury,ma MAR,"FW,MF",Burnley,23-162,2000,1.7,43,70,61.4,714,120,23,31,74.2,13,21,61.9,6,11,54.5,0,0,0.1,0,2,2,2,1,2,Matches
563,Oleksandr Zinchenko,ua UKR,DF,Arsenal,27-124,1996,18.6,1321,1508,87.6,22352,6698,620,671,92.4,584,647,90.3,93,132,70.5,2,2,2.7,0,27,148,47,4,218,Matches
564,Kurt Zouma,fr FRA,DF,West Ham,29-173,1994,26.5,832,1003,83,16242,5730,283,310,91.3,452,497,90.9,90,171,52.6,0,0.1,0.1,-0.1,3,47,1,0,50,Matches
565,Martin Ødegaard,no NOR,MF,Arsenal,25-122,1998,28.4,1441,1696,85,21750,6420,770,843,91.3,551,640,86.1,67,106,63.2,6,6.9,8.4,-0.9,80,134,95,8,27,
